team_short_name,team,team_id,position,first_name,last_name,full_name,jersey_number,age,height,weight,madden_score,total_salary,signing_bonus,birthday,years_pro
CHI,Bengals,2,RE,Cameron,Sample,Cameron Sample,96,21,75,274,65,3490000,780000,937785600,0
CHI,Browns,5,ROLB,Elijah,Lee,Elijah Lee,52,25,74,230,65,850000,0,823737600,4
CHI,Browns,5,HB,John,Kelly,John Kelly,49,24,70,208,65,1350000,0,844387200,3
CHI,Browns,5,SS,Richard,LeCounte III,Richard LeCounte III,39,22,71,196,65,3490000,290000,905472000,0
CHI,Browns,5,DT,Sheldon,Day,Sheldon Day,92,27,73,285,65,850000,0,773020800,5
CHI,Browns,5,LOLB,Tony,Fields II,Tony Fields II,42,22,73,222,65,3490000,320000,929664000,0
KAN,Cowboys,11,RG,Connor,McGovern,Connor McGovern,66,23,77,308,65,2750000,880000,878515200,2
KAN,Cowboys,11,CB,Reggie,Robinson,Reggie Robinson,41,24,73,190,65,3300000,720000,860976000,1
KAN,Cowboys,11,HB,Rico,Dowdle,Rico Dowdle,34,23,71,213,65,2180000,110000,897782400,1
CHI,Broncos,4,WR,Diontae,Spencer,Diontae Spencer,11,29,68,170,65,850000,0,700963200,2
CHI,Broncos,4,LE,Isaiah,Mack,Isaiah Mack,97,25,73,299,65,1350000,0,827193600,2
CHI,Broncos,4,MLB,Justin,Strnad,Justin Strnad,40,25,75,238,65,3300000,230000,840585600,1
CHI,Broncos,4,WR,Seth,Williams,Seth Williams,19,21,75,220,65,3490000,120000,955324800,0
ATL,Lions,19,FB,Jason,Cabinda,Jason Cabinda,45,25,73,235,65,850000,0,827020800,3
ATL,Lions,19,RE,Joel,Heath,Joel Heath,79,28,78,300,65,1350000,0,739497600,5
ATL,Packers,20,QB,Blake,Bortles,Blake Bortles,9,29,77,236,65,850000,490000,704419200,7
ATL,Packers,20,HB,Dexter,Williams,Dexter Williams,22,24,71,212,65,1350000,0,852508800,2
ATL,Packers,20,WR,Reggie,Begelton,Reggie Begelton,84,28,72,200,65,1280000,0,746755200,1
ATL,Packers,20,DT,T.J.,Slaton Jr,T.J. Slaton Jr,93,23,76,340,65,3490000,280000,875836800,0
ATL,Packers,20,FS,Will,Redmond,Will Redmond,25,27,71,186,65,1000000,0,757036800,5
ATL,Texans,32,HB,Dontrell,Hilliard,Dontrell Hilliard,22,26,71,202,65,860000,200000,793756800,3
ATL,Texans,32,TE,Kahale,Warring,Kahale Warring,87,24,77,250,65,2760000,880000,859075200,2
ATL,Texans,32,TE,Ryan,Izzo,Ryan Izzo,81,25,77,255,65,2390000,60000,819504000,3
ATL,Texans,32,MLB,Tae,Davis,Tae Davis,55,25,73,224,65,970000,250000,839980800,3
KAN,Colts,10,LG,Chris,Reed,Chris Reed,62,29,76,300,65,850000,140000,711763200,6
KAN,Colts,10,WR,De'Michael,Harris,De'Michael Harris,12,23,68,178,65,780000,0,900201600,1
KAN,Colts,10,TE,Jordan,Thomas,Jordan Thomas,47,25,77,277,65,1420000,0,838944000,3
KAN,Colts,10,TE,Kylen,Granson,Kylen Granson,83,23,74,235,65,3490000,700000,890956800,0
ATL,Jaguars,17,LG,Ben,Bartch,Ben Bartch,78,23,78,309,65,3300000,760000,901065600,1
ATL,Jaguars,17,DT,Daniel,Ross,Daniel Ross,93,28,76,305,65,970000,10000,732153600,4
ATL,Jaguars,17,CB,Luq,Barcoo,Luq Barcoo,36,23,72,175,65,2130000,180000,901497600,1
ATL,Jaguars,17,WR,Pharoh,Cooper,Pharoh Cooper,14,26,71,210,65,850000,0,794534400,5
ATL,Jaguars,17,MLB,Quincy,Williams,Quincy Williams,56,25,71,225,65,2670000,840000,841190400,2
ATL,Jaguars,17,WR,Terry,Godwin,Terry Godwin,18,24,71,185,65,780000,0,846028800,3
KAN,Chiefs,9,LOLB,Darius,Harris,Darius Harris,47,25,74,238,65,780000,0,821836800,1
KAN,Chiefs,9,WR,Darrius,Shepherd,Darrius Shepherd,30,25,71,186,65,780000,0,815184000,3
ATL,Raiders,23,LT,Brandon,Parker,Brandon Parker,75,25,80,320,65,4180000,1040000,814233600,3
ATL,Raiders,23,LOLB,James,Onwualu,James Onwualu,59,26,73,235,65,1350000,0,778636800,4
ATL,Raiders,23,RE,Malcolm,Koonce,Malcolm Koonce,51,23,74,249,65,4997962,990000,897091200,0
ARI,Chargers,8,CB,Brandon,Facyson,Brandon Facyson,28,26,74,197,65,950000,0,778982400,3
ARI,Chargers,8,TE,Donald,Parham Jr,Donald Parham Jr,89,24,80,240,65,1390000,0,871689600,1
ARI,Chargers,8,WR,John,Hurst,John Hurst,80,24,74,190,65,1160000,0,846892800,1
ARI,Chargers,8,WR,K.J.,Hill Jr,K.J. Hill Jr,84,23,72,196,65,3300000,110000,874281600,1
ARI,Chargers,8,HB,Larry,Rountree III,Larry Rountree III,35,22,71,210,65,3490000,160000,918864000,0
ARI,Chargers,8,C,Scott,Quessenberry,Scott Quessenberry,61,26,76,310,65,2460000,280000,795916800,3
ATL,Rams,24,RT,Bobby,Evans Jr,Bobby Evans Jr,71,24,76,312,65,2670000,840000,859161600,2
ATL,Rams,24,C,Brian,Allen,Brian Allen,55,25,74,305,65,2460000,680000,813369600,3
ATL,Rams,24,MLB,Ernest,Jones,Ernest Jones,50,21,74,230,65,4785850,840000,943228800,0
ATL,Rams,24,LE,Michael,Hoecht,Michael Hoecht,96,23,76,310,65,1280000,0,876009600,1
ATL,Rams,24,CB,Robert,Rochell,Robert Rochell,31,23,72,195,65,3490000,680000,893548800,0
MIA,Dolphins,12,LT,Austin,Jackson,Austin Jackson,73,22,77,322,65,2000000,11640000,934329600,1
MIA,Dolphins,12,LE,Jason,Strowbridge,Jason Strowbridge,58,24,76,273,65,3300000,320000,842313600,1
MIA,Dolphins,12,RT,Jermaine,Eluemunor,Jermaine Eluemunor,72,26,76,335,65,990000,0,787276800,4
MIN,Vikings,31,FS,Camryn,Bynum,Camryn Bynum,43,23,72,198,65,3490000,700000,900806400,0
MIN,Vikings,31,FS,Josh,Metellus,Josh Metellus,44,23,71,209,65,1680000,0,885340800,1
MIN,Vikings,31,WR,K.J.,Osborn,K.J. Osborn,17,24,71,203,65,3300000,270000,865900800,1
MIN,Vikings,31,CB,Kris,Boyd,Kris Boyd,29,24,71,201,65,2540000,90000,842486400,2
MIN,Vikings,31,RE,Patrick,Jones II,Patrick Jones II,93,22,77,262,65,4870101,900000,907027200,0
ATL,Patriots,22,LG,Alex,Redmond,Alex Redmond,64,26,77,294,65,990000,0,790387200,5
ATL,Patriots,22,FB,Jakob,Johnson,Jakob Johnson,47,26,75,255,65,850000,0,787449600,2
ATL,Patriots,22,SS,Joshuah,Bledsoe,Joshuah Bledsoe,38,22,71,201,65,3490000,200000,914976000,0
ATL,Saints,27,WR,Juwan,Johnson,Juwan Johnson,83,24,76,230,65,780000,0,842572800,1
ATL,Saints,27,DT,Malcolm,Roach,Malcolm Roach,97,23,74,290,65,2190000,100000,897350400,1
ATL,Giants,16,FB,Cullen,Gillaspia,Cullen Gillaspia,36,26,73,235,65,850000,0,800236800,2
ATL,Giants,16,WR,David,Sills V,David Sills V,84,25,75,211,65,660000,0,833328000,3
ATL,Giants,16,MLB,Devante,Downs,Devante Downs,52,25,74,252,65,950000,70000,813974400,3
ATL,Giants,16,TE,Levine,Toilolo,Levine Toilolo,85,30,80,268,65,1450000,3400000,680832000,8
ATL,Giants,16,MLB,Reggie,Ragland,Reggie Ragland,55,27,74,252,65,850000,140000,748828800,5
ATL,Giants,16,RG,Shane,Lemieux,Shane Lemieux,66,24,76,310,65,3300000,350000,863395200,1
ATL,Giants,16,MLB,Tae,Crowder,Tae Crowder,48,24,74,235,65,3300000,70000,858124800,1
ATL,Jets,18,CB,Brandin,Echols,Brandin Echols,25,23,70,175,65,3490000,160000,876960000,0
ATL,Jets,18,ROLB,Hamsah,Nasirildeen,Hamsah Nasirildeen,45,22,75,215,65,3490000,200000,916531200,0
ATL,Jets,18,CB,Jason,Pinnock,Jason Pinnock,41,22,73,204,65,3490000,260000,930700800,0
ATL,Jets,18,DT,Jonathan,Marshall,Jonathan Marshall,96,23,75,310,65,3490000,160000,874368000,0
MIA,Eagles,13,RG,Jack,Driscoll,Jack Driscoll,63,24,77,312,65,3300000,480000,859852800,1
MIA,Eagles,13,HB,Jason,Huntley,Jason Huntley,32,23,68,193,65,3300000,0,893030400,1
MIA,Eagles,13,CB,Zech,McPhearson,Zech McPhearson,27,23,71,195,65,3490000,720000,890438400,0
ATL,Steelers,29,WR,Anthony,Johnson,Anthony Johnson,83,25,74,220,65,1280000,0,822873600,3
ATL,Steelers,29,CB,Arthur,Maulet,Arthur Maulet,35,28,70,190,65,850000,0,742521600,4
ATL,Steelers,29,FS,Marcus,Allen,Marcus Allen,27,25,74,215,65,850000,0,839462400,3
SFO,49ers,15,RG,Daniel,Brunskill,Daniel Brunskill,60,27,77,300,65,850000,0,759628800,4
SFO,49ers,15,CB,Deommodore,Lenoir,Deommodore Lenoir,38,21,70,199,65,3490000,280000,939168000,0
SFO,49ers,15,HB,JaMycal,Hasty,JaMycal Hasty,23,24,68,205,65,780000,0,842486400,1
SFO,49ers,15,LT,Justin,Skule,Justin Skule,67,24,79,315,65,2540000,160000,848707200,2
SFO,49ers,15,CB,Ken,Webster,Ken Webster,40,25,71,191,65,1390000,0,835142400,2
SFO,49ers,15,DT,Kentavius,Street,Kentavius Street,95,25,74,287,65,2460000,600000,831513600,3
ATL,Seahawks,28,TE,Colby,Parkinson,Colby Parkinson,84,22,79,251,65,3305439,670000,915753600,1
ATL,Seahawks,28,HB,DeeJay,Dallas,DeeJay Dallas,31,22,70,217,65,3300000,480000,905904000,1
ATL,Seahawks,28,WR,Freddie,Swain,Freddie Swain,18,23,72,199,65,3300000,120000,902188800,1
ATL,Seahawks,28,CB,Tre,Brown,Tre Brown,22,23,70,185,65,3490000,640000,875059200,0
CHI,Buccaneers,6,SS,Raven,Greene,Raven Greene,41,26,71,197,65,850000,0,791683200,3
ATL,Titans,30,FS,Brady,Breeze,Brady Breeze,33,23,72,197,65,3490000,140000,876355200,0
ATL,Titans,30,RT,Dillon,Radunz,Dillon Radunz,75,23,78,299,65,6326873,1960000,891043200,0
ATL,Titans,30,RT,Ty,Sambrailo,Ty Sambrailo,70,29,77,315,65,1000000,750000,700185600,6
ATL,Commanders,26,LE,Casey,Toohill,Casey Toohill,95,25,76,254,65,3300000,0,840672000,1
ATL,Commanders,26,WR,Dax,Milne,Dax Milne,84,22,73,193,65,3490000,60000,930096000,0
ATL,Commanders,26,FS,Deshazor,Everett,Deshazor Everett,22,29,72,203,65,5610000,1880000,698716800,6
ATL,Commanders,26,WR,Isaiah,Wright,Isaiah Wright,18,24,74,220,65,2270000,20000,853027200,1
ATL,Commanders,26,DT,James,Smith-Williams,James Smith-Williams,96,24,76,265,65,3300000,80000,870220800,1
ATL,Commanders,26,SS,Jeremy,Reaves,Jeremy Reaves,39,25,71,205,65,850000,0,841276800,3
ATL,Commanders,26,TE,John,Bates,John Bates,87,23,77,259,65,3490000,720000,878774400,0
ATL,Commanders,26,ROLB,Jordan,Kunaszyk,Jordan Kunaszyk,59,24,75,235,65,1460000,0,845337600,2
ATL,Commanders,26,QB,Kyle,Allen,Kyle Allen,8,25,75,210,65,850000,0,826243200,3
ATL,Commanders,26,FS,Troy,Apke,Troy Apke,30,26,73,205,65,2460000,720000,797558400,3
ARI,Cardinals,7,FS,Charles,Washington,Charles Washington,28,28,70,192,64,990000,0,731721600,5
ARI,Cardinals,7,TE,Darrell,Daniels,Darrell Daniels,81,26,75,256,64,500000,490000,785462400,4
ARI,Cardinals,7,HB,Jonathan,Ward,Jonathan Ward,29,23,72,202,64,780000,0,875577600,1
ARI,Cardinals,7,LOLB,Terrance,Smith,Terrance Smith,54,28,74,235,64,1420000,0,736387200,5
ATL,Falcons,14,WR,Antonio,Nunn,Antonio Nunn,86,23,71,204,64,2420000,0,874195200,0
ATL,Falcons,14,P,Dom,Maggio,Dom Maggio,9,23,73,192,64,780000,0,893289600,1
ATL,Falcons,14,WR,Frank,Darby,Frank Darby,88,23,72,200,64,3490000,200000,873676800,0
ATL,Falcons,14,HB,Qadree,Ollison,Qadree Ollison,30,24,73,232,64,2540000,290000,842140800,2
ATL,Falcons,14,LOLB,Shareef,Miller,Shareef Miller,42,24,76,260,64,780000,0,858297600,2
ATL,Ravens,25,RT,Andre,Smith,Andre Smith,76,34,76,325,64,850000,30000,538531200,12
ATL,Ravens,25,LG,Ben,Bredeson,Ben Bredeson,67,23,77,315,64,3300000,480000,887932800,1
ATL,Ravens,25,MLB,Otaro,Alaka,Otaro Alaka,50,25,75,240,64,1720000,50000,832377600,2
CHI,Bills,3,LE,Darryl,Johnson Jr,Darryl Johnson Jr,92,24,78,253,64,2540000,80000,860112000,2
CHI,Bills,3,WR,Isaiah,Hodgins,Isaiah Hodgins,16,22,76,201,64,3300000,150000,908928000,1
CHI,Bills,3,RE,Mike,Love,Mike Love,56,27,75,255,64,1350000,0,759196800,3
CHI,Bills,3,RT,Spencer,Brown,Spencer Brown,79,23,80,314,64,4834695,870000,888624000,0
ATL,Panthers,21,LOLB,Paddy,Fisher,Paddy Fisher,47,23,76,239,64,2420000,0,885427200,0
ATL,Panthers,21,HB,Reggie,Bonnafon,Reggie Bonnafon,39,25,72,215,64,1530000,0,817603200,3
ATL,Panthers,21,HB,Rodney,Smith,Rodney Smith,20,25,71,210,64,1390000,0,825465600,1
ATL,Panthers,21,FS,Sean,Chandler,Sean Chandler,34,25,70,205,64,1350000,0,830563200,3
ATL,Panthers,21,CB,Stantley,Thomas-Oliver III,Stantley Thomas-Oliver III,23,23,72,192,64,3300000,110000,896918400,1
CHI,Bears,1,WR,Chris,Lacy,Chris Lacy,18,25,75,205,64,850000,0,822787200,3
CHI,Bears,1,WR,Dazz,Newsome,Dazz Newsome,83,22,70,190,64,3490000,120000,926726400,0
CHI,Bears,1,FS,DeAndre,Houston-Carson,DeAndre Houston-Carson,36,28,72,202,64,500000,490000,734659200,5
CHI,Bears,1,C,Sam,Mustipher,Sam Mustipher,67,25,74,311,64,780000,0,839894400,2
CHI,Bears,1,CB,Thomas,Graham Jr,Thomas Graham Jr,27,22,70,195,64,3490000,120000,930355200,0
CHI,Bengals,2,RE,Amani,Bledsoe,Amani Bledsoe,93,23,76,280,64,1360000,0,886723200,2
CHI,Bengals,2,MLB,Joe,Bachie Jr,Joe Bachie Jr,49,23,73,231,64,780000,0,888451200,1
CHI,Bengals,2,DT,Josh,Tupou,Josh Tupou,68,27,75,345,64,2130000,0,767836800,4
CHI,Bengals,2,MLB,Markus,Bailey,Markus Bailey,51,24,72,235,64,3300000,110000,857692800,1
CHI,Browns,5,RE,Cameron,Malveaux,Cameron Malveaux,69,26,77,265,64,1350000,0,780192000,5
CHI,Browns,5,RG,Colby,Gossett,Colby Gossett,72,26,77,331,64,850000,0,803865600,4
CHI,Browns,5,WR,Derrick,Willies,Derrick Willies,16,26,76,207,64,1350000,0,782352000,4
CHI,Browns,5,RG,Drew,Forbes,Drew Forbes,79,24,77,308,64,3170000,160000,853545600,2
CHI,Browns,5,LE,Joe,Jackson,Joe Jackson,91,24,76,275,64,3000000,70000,851040000,2
KAN,Cowboys,11,CB,Nahshon,Wright,Nahshon Wright,40,23,76,183,64,4785850,840000,874972800,0
KAN,Cowboys,11,CB,Rashard,Robinson,Rashard Robinson,28,26,74,177,64,1740000,0,806457600,5
KAN,Cowboys,11,RE,Ron'Dell,Carter,Ron'Dell Carter,97,24,76,269,64,780000,0,867888000,1
KAN,Cowboys,11,HB,Sewo,Olonilua,Sewo Olonilua,45,23,75,240,64,1390000,0,880588800,1
CHI,Broncos,4,WR,Kendall,Hinton,Kendall Hinton,9,24,72,195,64,660000,0,856310400,1
CHI,Broncos,4,HB,Levante,Bellamy,Levante Bellamy,32,24,70,192,64,780000,0,849139200,1
CHI,Broncos,4,LE,Marquiss,Spencer,Marquiss Spencer,51,24,76,301,64,3490000,80000,869011200,0
ATL,Lions,19,HB,Jermar,Jefferson,Jermar Jefferson,28,21,70,206,64,3490000,60000,955756800,0
ATL,Lions,19,WR,Tom,Kennedy,Tom Kennedy,85,25,70,195,64,1280000,0,838598400,3
ATL,Packers,20,RG,Jon,Runyan,Jon Runyan,76,24,76,306,64,3300000,160000,870998400,1
ATL,Packers,20,WR,Malik,Taylor,Malik Taylor,86,25,73,220,64,780000,0,819504000,1
ATL,Texans,32,FS,A.J.,Moore Jr,A.J. Moore Jr,33,25,71,200,64,2130000,0,818985600,3
ATL,Texans,32,LOLB,Garret,Wallow,Garret Wallow,32,22,74,230,64,3490000,280000,917222400,0
KAN,Colts,10,WR,Dezmon,Patmon,Dezmon Patmon,10,23,76,225,64,3300000,120000,902361600,1
KAN,Colts,10,HB,Jet,Anderson,Jet Anderson,40,23,71,195,64,1280000,0,873849600,1
KAN,Chiefs,9,FS,Armani,Watts,Armani Watts,23,25,71,205,64,2460000,670000,827193600,3
KAN,Chiefs,9,TE,Blake,Bell,Blake Bell,81,30,78,252,64,500000,490000,681523200,6
KAN,Chiefs,9,WR,Gehrig,Dieter,Gehrig Dieter,12,28,75,207,64,1280000,0,730512000,5
KAN,Chiefs,9,RT,Lucas,Niang,Lucas Niang,67,23,78,315,64,3590000,840000,903484800,1
KAN,Chiefs,9,LG,Nick,Allegretti,Nick Allegretti,73,25,76,320,64,2540000,100000,830044800,2
KAN,Chiefs,9,TE,Nick,Keizer,Nick Keizer,48,26,76,251,64,780000,0,799372800,1
KAN,Chiefs,9,TE,Noah,Gray,Noah Gray,83,22,76,240,64,3490000,300000,925430400,0
KAN,Chiefs,9,LE,Tim,Ward,Tim Ward,92,24,78,255,64,780000,0,871257600,1
ATL,Raiders,23,LE,Gerri,Green,Gerri Green,52,25,76,250,64,1280000,0,811036800,3
ATL,Raiders,23,CB,Nate,Hobbs,Nate Hobbs,39,22,72,195,64,3490000,300000,930182400,0
ARI,Chargers,8,WR,Austin,Proehl,Austin Proehl,86,25,70,175,64,660000,0,813369600,2
ARI,Chargers,8,FS,Ben,DeLuca,Ben DeLuca,46,23,73,205,64,2420000,0,892080000,0
ARI,Chargers,8,ROLB,Emeke,Egbule,Emeke Egbule,51,24,74,245,64,2540000,140000,845164800,2
ARI,Chargers,8,FS,Mark,Webb Jr,Mark Webb Jr,29,22,74,200,64,3490000,100000,905385600,0
ARI,Chargers,8,MLB,Nick,Niemann,Nick Niemann,31,23,75,220,64,3490000,200000,881020800,0
ARI,Chargers,8,TE,Tre',McKitty,Tre' McKitty,88,22,76,247,64,4785850,840000,916099200,0
ATL,Rams,24,TE,Brycen,Hopkins,Brycen Hopkins,88,24,76,245,64,3300000,640000,859420800,1
ATL,Rams,24,CB,Dont'e,Deayon,Dont'e Deayon,21,27,69,161,64,1420000,0,759715200,4
ATL,Rams,24,RE,Earnest,Brown IV,Earnest Brown IV,90,22,77,270,64,3490000,260000,915753600,0
ATL,Rams,24,FS,J.R.,Reed,J.R. Reed,36,25,73,194,64,780000,0,826502400,1
ATL,Rams,24,LOLB,Justin,Lawler,Justin Lawler,53,26,76,266,64,1570000,40000,788140800,3
MIA,Dolphins,12,CB,Javaris,Davis,Javaris Davis,38,24,68,180,64,1160000,0,851558400,1
MIA,Dolphins,12,HB,Jordan,Scarlett,Jordan Scarlett,28,25,71,210,64,1280000,0,823910400,2
MIN,Vikings,31,DT,James,Lynch,James Lynch,92,22,76,289,64,3300000,680000,916790400,1
MIN,Vikings,31,LE,Janarius,Robinson,Janarius Robinson,95,23,77,260,64,3490000,660000,894240000,0
MIN,Vikings,31,DT,Jaylen,Twyman,Jaylen Twyman,76,22,74,290,64,3490000,160000,932342400,0
MIN,Vikings,31,RE,Kenny,Willekes,Kenny Willekes,79,24,76,264,64,3300000,80000,869529600,1
ATL,Patriots,22,TE,Matt,LaCosse,Matt LaCosse,83,28,78,255,64,850000,600000,717033600,6
ATL,Patriots,22,WR,Matthew,Slater,Matthew Slater,18,35,72,205,64,3700000,1600000,495072000,13
ATL,Patriots,22,CB,Myles,Bryant,Myles Bryant,41,23,68,183,64,1680000,0,883699200,1
ATL,Patriots,22,DT,Nick,Thurman,Nick Thurman,95,26,76,305,64,780000,0,802915200,2
ATL,Patriots,22,ROLB,Ronnie,Perkins,Ronnie Perkins,56,21,75,247,64,4785850,840000,938563200,0
ATL,Saints,27,LOLB,Kaden,Elliss,Kaden Elliss,55,26,74,238,64,2540000,50000,805334400,2
ATL,Saints,27,WR,Lil'Jordan,Humphrey,Lil'Jordan Humphrey,84,23,76,225,64,1350000,0,892944000,2
ATL,Giants,16,ROLB,Cam,Brown,Cam Brown,47,23,77,233,64,3300000,190000,891388800,1
ATL,Giants,16,HB,Gary,Brightwell,Gary Brightwell,37,23,71,215,64,3490000,160000,888624000,0
ATL,Giants,16,RG,Kenny,Wiggins,Kenny Wiggins,79,33,78,315,64,1350000,0,587001600,10
ATL,Giants,16,LOLB,Niko,Lalos,Niko Lalos,57,24,77,270,64,1390000,0,867196800,1
ATL,Giants,16,CB,Rodarius,Williams,Rodarius Williams,25,24,72,193,64,3490000,160000,842486400,0
ATL,Jets,18,TE,Kenny,Yeboah,Kenny Yeboah,48,22,76,250,64,2430000,0,909705600,0
ATL,Jets,18,LOLB,Noah,Dawkins,Noah Dawkins,56,24,73,235,64,1160000,0,871430400,2
ATL,Jets,18,TE,Trevon,Wesco,Trevon Wesco,85,25,75,268,64,2520000,700000,810864000,2
MIA,Eagles,13,CB,Craig,James,Craig James,31,25,70,195,64,1420000,250000,830736000,3
MIA,Eagles,13,SS,Grayland,Arnold,Grayland Arnold,37,23,69,190,64,1360000,0,873331200,1
MIA,Eagles,13,SS,JaCoby,Stevens,JaCoby Stevens,30,23,73,225,64,3490000,120000,900806400,0
MIA,Eagles,13,TE,Jason,Croom,Jason Croom,81,27,77,246,64,850000,0,762393600,4
MIA,Eagles,13,LE,Joe,Ostman,Joe Ostman,95,26,75,259,64,1280000,0,806371200,3
MIA,Eagles,13,CB,Michael,Jacquet III,Michael Jacquet III,38,24,73,201,64,1390000,0,854496000,1
MIA,Eagles,13,WR,Michael,Walker,Michael Walker,17,24,71,194,64,780000,0,846547200,2
ATL,Steelers,29,RG,Aviante,Collins,Aviante Collins,61,28,76,292,64,1350000,0,735350400,4
ATL,Steelers,29,LT,Chukwuma,Okorafor,Chukwuma Okorafor,76,24,78,320,64,3990000,800000,870998400,3
ATL,Steelers,29,DT,Demarcus,Christmas,Demarcus Christmas,93,26,76,302,64,1280000,0,804816000,2
ATL,Steelers,29,LE,Henry,Mondeaux,Henry Mondeaux,99,25,76,280,64,780000,0,811468800,2
ATL,Steelers,29,CB,James,Pierre,James Pierre,42,24,72,183,64,2280000,10000,842832000,1
ATL,Steelers,29,ROLB,Quincy,Roche,Quincy Roche,48,23,75,243,64,3490000,140000,887068800,0
ATL,Steelers,29,HB,Trey,Edmunds,Trey Edmunds,33,26,74,223,64,1420000,0,788745600,4
SFO,49ers,15,CB,Tim,Harris,Tim Harris,35,26,73,205,64,1350000,0,807148800,2
ATL,Seahawks,28,WR,John,Ursua,John Ursua,15,27,69,182,64,1350000,0,758764800,2
ATL,Seahawks,28,ROLB,Nate,Evans,Nate Evans,58,23,73,241,64,1480000,0,888537600,1
CHI,Buccaneers,6,CB,Chris,Wilcox,Chris Wilcox,29,23,74,198,64,3490000,80000,878169600,0
CHI,Buccaneers,6,WR,Cyril,Grayson Jr,Cyril Grayson Jr,15,27,69,185,64,1350000,0,755049600,2
CHI,Buccaneers,6,LE,Khalil,Davis,Khalil Davis,94,25,73,308,64,3300000,160000,840672000,1
CHI,Buccaneers,6,QB,Kyle,Trask,Kyle Trask,2,23,77,236,64,5535337,1380000,889142400,0
CHI,Buccaneers,6,RG,Robert,Hainsey,Robert Hainsey,70,23,77,302,64,4806371,850000,902880000,0
CHI,Buccaneers,6,HB,Troymaine,Pope,Troymaine Pope,46,27,69,205,64,850000,0,754531200,4
ATL,Titans,30,CB,Chris,Jackson,Chris Jackson,35,23,70,193,64,3300000,70000,892425600,1
ATL,Titans,30,WR,Cody,Hollister,Cody Hollister,16,27,76,216,64,1350000,0,753580800,3
ATL,Titans,30,CB,Greg,Mabin,Greg Mabin,32,27,73,195,64,850000,0,772502400,4
ATL,Titans,30,FS,Maurice,Smith,Maurice Smith,38,26,72,197,64,920000,0,803088000,5
ATL,Titans,30,ROLB,Olasunkanmi,Adeniyi,Olasunkanmi Adeniyi,92,23,73,248,64,920000,80000,874022400,3
ATL,Commanders,26,LG,Saahdiq,Charles,Saahdiq Charles,77,22,76,321,64,3300000,790000,932947200,1
ATL,Commanders,26,RE,Shaka,Toney,Shaka Toney,58,23,74,238,64,3490000,80000,884131200,0
ATL,Commanders,26,C,Tyler,Larsen,Tyler Larsen,69,30,76,325,64,900000,0,678931200,6
ARI,Cardinals,7,DT,David,Parry,David Parry,93,29,73,317,63,920000,0,699926400,4
ARI,Cardinals,7,MLB,Evan,Weaver,Evan Weaver,50,23,74,235,63,1160000,0,902793600,1
ARI,Cardinals,7,CB,Tay,Gowan,Tay Gowan,32,23,73,185,63,3490000,120000,884131200,0
ATL,Falcons,14,LE,Adetokunbo,Ogundeji,Adetokunbo Ogundeji,92,22,77,268,63,3490000,240000,907891200,0
ATL,Falcons,14,WR,Christian,Blake,Christian Blake,13,25,73,181,63,850000,0,834192000,2
ATL,Falcons,14,HB,Tony,Brooks-James,Tony Brooks-James,36,26,69,179,63,1280000,0,786672000,3
ATL,Falcons,14,CB,Tyler,Hall,Tyler Hall,33,22,69,190,63,780000,0,909792000,1
ATL,Ravens,25,LE,Broderick,Washington Jr,Broderick Washington Jr,96,24,74,305,63,3300000,280000,849657600,1
ATL,Ravens,25,CB,Chris,Westry,Chris Westry,30,24,76,199,63,1280000,0,868492800,2
ATL,Ravens,25,LOLB,Daelin,Hayes,Daelin Hayes,59,23,76,253,63,3490000,280000,895276800,0
ATL,Ravens,25,MLB,Kristian,Welch,Kristian Welch,57,23,75,240,63,780000,0,895968000,1
CHI,Bills,3,DT,Brandin,Bryant,Brandin Bryant,90,27,75,305,63,1350000,0,748137600,3
CHI,Bills,3,CB,Cam,Lewis,Cam Lewis,47,24,69,183,63,780000,0,860889600,1
CHI,Bills,3,TE,Tommy,Sweeney,Tommy Sweeney,89,26,77,251,63,2540000,80000,804556800,2
ATL,Panthers,21,WR,Brandon,Zylstra,Brandon Zylstra,16,28,74,215,63,920000,0,733017600,3
ATL,Panthers,21,RG,Deonte,Brown,Deonte Brown,77,23,75,350,63,3490000,180000,884822400,0
ATL,Panthers,21,DT,Frank,Herron,Frank Herron,69,27,76,276,63,850000,0,764899200,3
ATL,Panthers,21,DT,Phil,Hoskins,Phil Hoskins,71,24,77,310,63,3490000,100000,852163200,0
ATL,Panthers,21,TE,Stephen,Sullivan,Stephen Sullivan,84,24,77,245,63,1280000,0,849139200,1
CHI,Bears,1,TE,J.P.,Holtz,J.P. Holtz,81,28,75,255,63,850000,0,746496000,3
CHI,Bears,1,CB,Tre,Roberson,Tre Roberson,31,28,72,205,63,660000,0,719712000,1
CHI,Bengals,2,ROLB,Keandre,Jones,Keandre Jones,47,23,75,220,63,660000,0,875059200,1
CHI,Bengals,2,FS,Trayvon,Henderson,Trayvon Henderson,41,26,72,205,63,1350000,0,808444800,3
CHI,Bengals,2,RE,Wyatt,Hubert,Wyatt Hubert,56,23,75,265,63,3490000,100000,897696000,0
CHI,Browns,5,CB,Brian,Allen,Brian Allen,25,27,75,200,63,850000,0,751161600,5
CHI,Browns,5,RT,James,Hudson III,James Hudson III,66,22,76,302,63,3490000,780000,926553600,0
CHI,Browns,5,SS,Jovante,Moffatt,Jovante Moffatt,35,24,71,213,63,1390000,0,851472000,1
